rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
185,"spotify:track:0ZNrc4kNeQYD9koZ3KvCsy","YG, 2 Chainz, Big Sean, Nicki Minaj","BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","Def Jam Recordings",24,172,46,"1522632"
186,"spotify:track:2swZ0X1njeU32SNJeBKIfW","Aventura","Inmortal","Sony Music Latin",186,-1,1,"1519370"
187,"spotify:track:4QIyEq7TcTdAcxjI2AFlAK","6ix9ine, Nicki Minaj, Murda Beatz","FEFE","Scumgang Records/TenThousand Projects, LLC",2,179,38,"1512242"
188,"spotify:track:2Jh3UqxnHJMyzMzku4uOtE","Juice WRLD","Feeling","Grade A Productions/Interscope Records",55,165,5,"1507498"
189,"spotify:track:79esEXlqqmq0GPz0xQSZTV","Shawn Mendes","Lost In Japan","Island Records",22,180,21,"1507155"
190,"spotify:track:5iwz1NiezX7WWjnCgY5TH4","Pedro Capó, Farruko","Calma - Remix","Sony Music Latin",114,185,15,"1499759"
191,"spotify:track:1zB4vmk8tFRmM9UULNzbLB","Imagine Dragons","Thunder","Kid Ina Korner / Interscope",21,194,96,"1494891"
192,"spotify:track:4jvjzW7Hm0yK4LvvE0Paz9","Lil Peep, XXXTENTACION","Falling Down - Bonus Track","Columbia",1,176,30,"1491997"
193,"spotify:track:6PfI6EeLNiNGVAVg11nv7D","Gunna","Speed It Up","300 Entertainment",55,192,8,"1487811"
194,"spotify:track:1HXy5I3HTWq8OvxCn0z7G7","Kane Brown","Heaven","RCA Records Label Nashville",60,-1,47,"1484293"
195,"spotify:track:0pqnGHJpmpxLKifKRmU6WP","Imagine Dragons","Believer","Kid Ina Korner / Interscope",11,197,105,"1477026"
196,"spotify:track:7vGuf3Y35N4wmASOKLUVVU","Marshmello, Khalid","Silence","Joytime Collective/RCA Records",10,-1,69,"1471386"
197,"spotify:track:5uCax9HTNlzGybIStD3vDh","James Arthur","Say You Won't Let Go","Columbia",15,187,94,"1471212"
198,"spotify:track:5nzhL67GpF9szXWg5y509A","Lil Baby","Close Friends (Lil Baby & Gunna)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",39,183,25,"1469645"
199,"spotify:track:0FQhAHyHGsrbSHvDURmFPn","Billie Eilish","my boy","Darkroom",147,154,14,"1465147"
200,"spotify:track:4EnEGf9JzAJhF1XNY9DJcD","G-Eazy, Blueface, ALLBLACK, YG","West Coast (feat. Blueface, ALLBLACK & YG)","BPG/RVG/RCA Records",200,-1,1,"1463743"
